Store,Month,Year,Open,Promo,Sales,PromoFrequencyRatio,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,StoreAssortment
2,10,2015,0,0,0,,a,a,570.0,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",aa
2,10,2014,26,13,121397,0.5,a,a,570.0,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",aa
2,10,2013,26,10,120362,0.38461538461538464,a,a,570.0,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",aa
2,9,2015,0,0,0,,a,a,570.0,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",aa
2,9,2014,26,12,128828,0.46153846153846156,a,a,570.0,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",aa
2,9,2013,25,10,119081,0.4,a,a,570.0,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",aa
2,8,2015,0,0,0,,a,a,570.0,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",aa
2,8,2014,26,11,120952,0.4230769230769231,a,a,570.0,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",aa
2,8,2013,27,12,125163,0.4444444444444444,a,a,570.0,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",aa
3,7,2015,27,13,183535,0.48148148148148145,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,7,2014,27,13,181131,0.48148148148148145,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,7,2013,27,13,206426,0.48148148148148145,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,6,2015,25,12,189918,0.48,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,6,2014,23,11,171301,0.4782608695652174,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,6,2013,25,10,170462,0.4,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,5,2015,23,11,164244,0.4782608695652174,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,5,2014,25,12,163497,0.48,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,5,2013,23,13,170374,0.5652173913043478,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,4,2015,24,12,171183,0.5,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,4,2014,24,12,162843,0.5,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,4,2013,25,12,172188,0.48,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,3,2015,26,12,176835,0.46153846153846156,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,3,2014,26,11,174463,0.4230769230769231,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,3,2013,25,15,189179,0.6,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,2,2015,24,10,153537,0.4166666666666667,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,2,2014,24,10,157254,0.4166666666666667,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,2,2013,24,10,160167,0.4166666666666667,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,1,2015,26,15,167795,0.5769230769230769,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,1,2014,26,10,174027,0.38461538461538464,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,1,2013,26,10,165653,0.38461538461538464,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,12,2015,0,0,0,,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,12,2014,25,10,211560,0.4,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,12,2013,24,10,214367,0.4166666666666667,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,11,2015,0,0,0,,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,11,2014,24,15,178244,0.625,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,11,2013,25,10,169580,0.4,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,10,2015,0,0,0,,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,10,2014,26,13,162365,0.5,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,10,2013,26,10,168277,0.38461538461538464,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,9,2015,0,0,0,,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,9,2014,26,12,173615,0.46153846153846156,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,9,2013,25,10,163290,0.4,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,8,2015,0,0,0,,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,8,2014,26,11,162649,0.4230769230769231,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
3,8,2013,27,12,178302,0.4444444444444444,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",aa
4,7,2015,27,13,276935,0.48148148148148145,c,c,620.0,9.0,2009.0,0,,,,cc
4,7,2014,27,13,261228,0.48148148148148145,c,c,620.0,9.0,2009.0,0,,,,cc
4,7,2013,27,13,228096,0.48148148148148145,c,c,620.0,9.0,2009.0,0,,,,cc
4,6,2015,26,12,248643,0.46153846153846156,c,c,620.0,9.0,2009.0,0,,,,cc
4,6,2014,24,11,235443,0.4583333333333333,c,c,620.0,9.0,2009.0,0,,,,cc
4,6,2013,25,10,235227,0.4,c,c,620.0,9.0,2009.0,0,,,,cc
4,5,2015,23,11,232948,0.4782608695652174,c,c,620.0,9.0,2009.0,0,,,,cc
4,5,2014,25,12,239720,0.48,c,c,620.0,9.0,2009.0,0,,,,cc
4,5,2013,24,13,235284,0.5416666666666666,c,c,620.0,9.0,2009.0,0,,,,cc
4,4,2015,24,12,248088,0.5,c,c,620.0,9.0,2009.0,0,,,,cc
4,4,2014,24,12,231535,0.5,c,c,620.0,9.0,2009.0,0,,,,cc
4,4,2013,25,12,226981,0.48,c,c,620.0,9.0,2009.0,0,,,,cc
4,3,2015,26,12,249584,0.46153846153846156,c,c,620.0,9.0,2009.0,0,,,,cc
4,3,2014,26,11,237913,0.4230769230769231,c,c,620.0,9.0,2009.0,0,,,,cc
4,3,2013,25,15,255514,0.6,c,c,620.0,9.0,2009.0,0,,,,cc
4,2,2015,24,10,228867,0.4166666666666667,c,c,620.0,9.0,2009.0,0,,,,cc
4,2,2014,24,10,224948,0.4166666666666667,c,c,620.0,9.0,2009.0,0,,,,cc
4,2,2013,24,10,230473,0.4166666666666667,c,c,620.0,9.0,2009.0,0,,,,cc
4,1,2015,26,15,246786,0.5769230769230769,c,c,620.0,9.0,2009.0,0,,,,cc
4,1,2014,26,10,234810,0.38461538461538464,c,c,620.0,9.0,2009.0,0,,,,cc
4,1,2013,26,10,234713,0.38461538461538464,c,c,620.0,9.0,2009.0,0,,,,cc
4,12,2015,0,0,0,,c,c,620.0,9.0,2009.0,0,,,,cc
4,12,2014,25,10,296075,0.4,c,c,620.0,9.0,2009.0,0,,,,cc
4,12,2013,24,10,284725,0.4166666666666667,c,c,620.0,9.0,2009.0,0,,,,cc
4,11,2015,0,0,0,,c,c,620.0,9.0,2009.0,0,,,,cc
4,11,2014,25,15,261404,0.6,c,c,620.0,9.0,2009.0,0,,,,cc
4,11,2013,26,10,238938,0.38461538461538464,c,c,620.0,9.0,2009.0,0,,,,cc
4,10,2015,0,0,0,,c,c,620.0,9.0,2009.0,0,,,,cc
4,10,2014,26,13,245877,0.5,c,c,620.0,9.0,2009.0,0,,,,cc
4,10,2013,26,10,224903,0.38461538461538464,c,c,620.0,9.0,2009.0,0,,,,cc
4,9,2015,0,0,0,,c,c,620.0,9.0,2009.0,0,,,,cc
4,9,2014,26,12,244563,0.46153846153846156,c,c,620.0,9.0,2009.0,0,,,,cc
4,9,2013,25,10,219550,0.4,c,c,620.0,9.0,2009.0,0,,,,cc
4,8,2015,0,0,0,,c,c,620.0,9.0,2009.0,0,,,,cc
4,8,2014,26,11,258473,0.4230769230769231,c,c,620.0,9.0,2009.0,0,,,,cc
4,8,2013,27,12,238263,0.4444444444444444,c,c,620.0,9.0,2009.0,0,,,,cc
5,7,2015,27,13,124190,0.48148148148148145,a,a,29910.0,4.0,2015.0,0,,,,aa
5,7,2014,27,13,122489,0.48148148148148145,a,a,29910.0,4.0,2015.0,0,,,,aa
5,7,2013,27,13,151892,0.48148148148148145,a,a,29910.0,4.0,2015.0,0,,,,aa
5,6,2015,26,12,124041,0.46153846153846156,a,a,29910.0,4.0,2015.0,0,,,,aa
5,6,2014,24,11,112854,0.4583333333333333,a,a,29910.0,4.0,2015.0,0,,,,aa
5,6,2013,24,10,105280,0.4166666666666667,a,a,29910.0,4.0,2015.0,0,,,,aa
5,5,2015,23,11,108196,0.4782608695652174,a,a,29910.0,4.0,2015.0,0,,,,aa
5,5,2014,25,12,112680,0.48,a,a,29910.0,4.0,2015.0,0,,,,aa
5,5,2013,24,13,110292,0.5416666666666666,a,a,29910.0,4.0,2015.0,0,,,,aa
5,4,2015,24,12,113909,0.5,a,a,29910.0,4.0,2015.0,0,,,,aa
5,4,2014,24,12,114394,0.5,a,a,29910.0,4.0,2015.0,0,,,,aa
5,4,2013,25,12,106141,0.48,a,a,29910.0,4.0,2015.0,0,,,,aa
5,3,2015,26,12,121681,0.46153846153846156,a,a,29910.0,4.0,2015.0,0,,,,aa
5,3,2014,26,11,109579,0.4230769230769231,a,a,29910.0,4.0,2015.0,0,,,,aa
5,3,2013,25,15,116860,0.6,a,a,29910.0,4.0,2015.0,0,,,,aa
5,2,2015,24,10,105065,0.4166666666666667,a,a,29910.0,4.0,2015.0,0,,,,aa
5,2,2014,24,10,107503,0.4166666666666667,a,a,29910.0,4.0,2015.0,0,,,,aa
5,2,2013,24,10,101126,0.4166666666666667,a,a,29910.0,4.0,2015.0,0,,,,aa
5,1,2015,26,15,119043,0.5769230769230769,a,a,29910.0,4.0,2015.0,0,,,,aa
5,1,2014,26,10,112339,0.38461538461538464,a,a,29910.0,4.0,2015.0,0,,,,aa
5,1,2013,26,10,109442,0.38461538461538464,a,a,29910.0,4.0,2015.0,0,,,,aa
5,12,2015,0,0,0,,a,a,29910.0,4.0,2015.0,0,,,,aa
5,12,2014,25,10,148855,0.4,a,a,29910.0,4.0,2015.0,0,,,,aa
5,12,2013,24,10,147516,0.4166666666666667,a,a,29910.0,4.0,2015.0,0,,,,aa
5,11,2015,0,0,0,,a,a,29910.0,4.0,2015.0,0,,,,aa
5,11,2014,24,15,123304,0.625,a,a,29910.0,4.0,2015.0,0,,,,aa
5,11,2013,25,10,119567,0.4,a,a,29910.0,4.0,2015.0,0,,,,aa
5,10,2015,0,0,0,,a,a,29910.0,4.0,2015.0,0,,,,aa
5,10,2014,25,13,113204,0.52,a,a,29910.0,4.0,2015.0,0,,,,aa
5,10,2013,25,10,115805,0.4,a,a,29910.0,4.0,2015.0,0,,,,aa
5,9,2015,0,0,0,,a,a,29910.0,4.0,2015.0,0,,,,aa
5,9,2014,26,12,118728,0.46153846153846156,a,a,29910.0,4.0,2015.0,0,,,,aa
5,9,2013,25,10,110338,0.4,a,a,29910.0,4.0,2015.0,0,,,,aa
5,8,2015,0,0,0,,a,a,29910.0,4.0,2015.0,0,,,,aa
5,8,2014,26,11,110536,0.4230769230769231,a,a,29910.0,4.0,2015.0,0,,,,aa
5,8,2013,27,12,125969,0.4444444444444444,a,a,29910.0,4.0,2015.0,0,,,,aa
6,7,2015,27,13,120637,0.48148148148148145,a,a,310.0,12.0,2013.0,0,,,,aa
6,7,2014,27,13,134981,0.48148148148148145,a,a,310.0,12.0,2013.0,0,,,,aa
6,7,2013,27,13,174135,0.48148148148148145,a,a,310.0,12.0,2013.0,0,,,,aa
6,6,2015,26,12,125511,0.46153846153846156,a,a,310.0,12.0,2013.0,0,,,,aa
6,6,2014,24,11,124986,0.4583333333333333,a,a,310.0,12.0,2013.0,0,,,,aa
6,6,2013,25,10,155385,0.4,a,a,310.0,12.0,2013.0,0,,,,aa
6,5,2015,23,11,113348,0.4782608695652174,a,a,310.0,12.0,2013.0,0,,,,aa
6,5,2014,25,12,128694,0.48,a,a,310.0,12.0,2013.0,0,,,,aa
6,5,2013,24,13,157972,0.5416666666666666,a,a,310.0,12.0,2013.0,0,,,,aa
6,4,2015,24,12,120628,0.5,a,a,310.0,12.0,2013.0,0,,,,aa
6,4,2014,24,12,133723,0.5,a,a,310.0,12.0,2013.0,0,,,,aa
6,4,2013,25,12,154269,0.48,a,a,310.0,12.0,2013.0,0,,,,aa
6,3,2015,26,12,123638,0.46153846153846156,a,a,310.0,12.0,2013.0,0,,,,aa
6,3,2014,26,11,131873,0.4230769230769231,a,a,310.0,12.0,2013.0,0,,,,aa
6,3,2013,25,15,162550,0.6,a,a,310.0,12.0,2013.0,0,,,,aa
6,2,2015,24,10,108714,0.4166666666666667,a,a,310.0,12.0,2013.0,0,,,,aa
6,2,2014,24,10,118179,0.4166666666666667,a,a,310.0,12.0,2013.0,0,,,,aa
6,2,2013,24,10,139655,0.4166666666666667,a,a,310.0,12.0,2013.0,0,,,,aa
6,1,2015,26,15,124836,0.5769230769230769,a,a,310.0,12.0,2013.0,0,,,,aa
6,1,2014,26,10,123751,0.38461538461538464,a,a,310.0,12.0,2013.0,0,,,,aa
6,1,2013,26,10,152265,0.38461538461538464,a,a,310.0,12.0,2013.0,0,,,,aa
6,12,2015,0,0,0,,a,a,310.0,12.0,2013.0,0,,,,aa
6,12,2014,25,10,151913,0.4,a,a,310.0,12.0,2013.0,0,,,,aa
6,12,2013,24,10,173192,0.4166666666666667,a,a,310.0,12.0,2013.0,0,,,,aa
6,11,2015,0,0,0,,a,a,310.0,12.0,2013.0,0,,,,aa
6,11,2014,24,15,135491,0.625,a,a,310.0,12.0,2013.0,0,,,,aa
6,11,2013,25,10,170431,0.4,a,a,310.0,12.0,2013.0,0,,,,aa
6,10,2015,0,0,0,,a,a,310.0,12.0,2013.0,0,,,,aa
6,10,2014,25,13,123609,0.52,a,a,310.0,12.0,2013.0,0,,,,aa
6,10,2013,25,10,155627,0.4,a,a,310.0,12.0,2013.0,0,,,,aa
6,9,2015,0,0,0,,a,a,310.0,12.0,2013.0,0,,,,aa
6,9,2014,26,12,127896,0.46153846153846156,a,a,310.0,12.0,2013.0,0,,,,aa
6,9,2013,25,10,151382,0.4,a,a,310.0,12.0,2013.0,0,,,,aa
6,8,2015,0,0,0,,a,a,310.0,12.0,2013.0,0,,,,aa
6,8,2014,26,11,118651,0.4230769230769231,a,a,310.0,12.0,2013.0,0,,,,aa
6,8,2013,27,12,159836,0.4444444444444444,a,a,310.0,12.0,2013.0,0,,,,aa
7,7,2015,27,13,277959,0.48148148148148145,a,c,24000.0,4.0,2013.0,0,,,,ac
7,7,2014,27,13,267335,0.48148148148148145,a,c,24000.0,4.0,2013.0,0,,,,ac
7,7,2013,27,13,276280,0.48148148148148145,a,c,24000.0,4.0,2013.0,0,,,,ac
7,6,2015,26,12,237395,0.46153846153846156,a,c,24000.0,4.0,2013.0,0,,,,ac
7,6,2014,24,11,220951,0.4583333333333333,a,c,24000.0,4.0,2013.0,0,,,,ac
7,6,2013,25,10,211771,0.4,a,c,24000.0,4.0,2013.0,0,,,,ac
7,5,2015,23,11,212391,0.4782608695652174,a,c,24000.0,4.0,2013.0,0,,,,ac
7,5,2014,25,12,216630,0.48,a,c,24000.0,4.0,2013.0,0,,,,ac
7,5,2013,24,13,210921,0.5416666666666666,a,c,24000.0,4.0,2013.0,0,,,,ac
7,4,2015,24,12,223841,0.5,a,c,24000.0,4.0,2013.0,0,,,,ac
7,4,2014,24,12,221394,0.5,a,c,24000.0,4.0,2013.0,0,,,,ac
7,4,2013,25,12,197381,0.48,a,c,24000.0,4.0,2013.0,0,,,,ac
7,3,2015,26,12,215557,0.46153846153846156,a,c,24000.0,4.0,2013.0,0,,,,ac
7,3,2014,26,11,204329,0.4230769230769231,a,c,24000.0,4.0,2013.0,0,,,,ac
7,3,2013,25,15,213082,0.6,a,c,24000.0,4.0,2013.0,0,,,,ac
7,2,2015,24,10,199027,0.4166666666666667,a,c,24000.0,4.0,2013.0,0,,,,ac
7,2,2014,24,10,193342,0.4166666666666667,a,c,24000.0,4.0,2013.0,0,,,,ac
7,2,2013,24,10,178830,0.4166666666666667,a,c,24000.0,4.0,2013.0,0,,,,ac
7,1,2015,26,15,212718,0.5769230769230769,a,c,24000.0,4.0,2013.0,0,,,,ac
7,1,2014,26,10,200658,0.38461538461538464,a,c,24000.0,4.0,2013.0,0,,,,ac
7,1,2013,26,10,188032,0.38461538461538464,a,c,24000.0,4.0,2013.0,0,,,,ac
7,12,2015,0,0,0,,a,c,24000.0,4.0,2013.0,0,,,,ac
7,12,2014,25,10,265470,0.4,a,c,24000.0,4.0,2013.0,0,,,,ac
7,12,2013,24,10,251928,0.4166666666666667,a,c,24000.0,4.0,2013.0,0,,,,ac
7,11,2015,0,0,0,,a,c,24000.0,4.0,2013.0,0,,,,ac
7,11,2014,25,15,229206,0.6,a,c,24000.0,4.0,2013.0,0,,,,ac
7,11,2013,26,10,218175,0.38461538461538464,a,c,24000.0,4.0,2013.0,0,,,,ac
7,10,2015,0,0,0,,a,c,24000.0,4.0,2013.0,0,,,,ac
7,10,2014,27,13,218849,0.48148148148148145,a,c,24000.0,4.0,2013.0,0,,,,ac
7,10,2013,27,10,207787,0.37037037037037035,a,c,24000.0,4.0,2013.0,0,,,,ac
7,9,2015,0,0,0,,a,c,24000.0,4.0,2013.0,0,,,,ac
7,9,2014,26,12,231254,0.46153846153846156,a,c,24000.0,4.0,2013.0,0,,,,ac
7,9,2013,25,10,201378,0.4,a,c,24000.0,4.0,2013.0,0,,,,ac
7,8,2015,0,0,0,,a,c,24000.0,4.0,2013.0,0,,,,ac
7,8,2014,26,11,267965,0.4230769230769231,a,c,24000.0,4.0,2013.0,0,,,,ac
7,8,2013,27,12,258366,0.4444444444444444,a,c,24000.0,4.0,2013.0,0,,,,ac
8,7,2015,27,13,175011,0.48148148148148145,a,a,7520.0,10.0,2014.0,0,,,,aa
8,7,2014,27,13,143448,0.48148148148148145,a,a,7520.0,10.0,2014.0,0,,,,aa
8,7,2013,27,13,131851,0.48148148148148145,a,a,7520.0,10.0,2014.0,0,,,,aa
8,6,2015,26,12,168794,0.46153846153846156,a,a,7520.0,10.0,2014.0,0,,,,aa
8,6,2014,24,11,132132,0.4583333333333333,a,a,7520.0,10.0,2014.0,0,,,,aa
8,6,2013,25,10,122294,0.4,a,a,7520.0,10.0,2014.0,0,,,,aa
8,5,2015,23,11,144416,0.4782608695652174,a,a,7520.0,10.0,2014.0,0,,,,aa
8,5,2014,25,12,128865,0.48,a,a,7520.0,10.0,2014.0,0,,,,aa
8,5,2013,24,13,126886,0.5416666666666666,a,a,7520.0,10.0,2014.0,0,,,,aa
8,4,2015,24,12,162400,0.5,a,a,7520.0,10.0,2014.0,0,,,,aa
8,4,2014,24,12,132283,0.5,a,a,7520.0,10.0,2014.0,0,,,,aa
