Store,Year,Promo,Sales,Quarter,Customers,Open,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,PromoRatio,YearQuarter
4,2014,31,697671,1,98930,76,c,c,620.0,9.0,2009.0,0,,,,0.40789473684210525,Y2014Q1
4,2013,35,720700,1,101898,75,c,c,620.0,9.0,2009.0,0,,,,0.4666666666666667,Y2013Q1
4,2015,35,729679,2,96945,73,c,c,620.0,9.0,2009.0,0,,,,0.4794520547945205,Y2015Q2
4,2014,35,706698,2,96761,73,c,c,620.0,9.0,2009.0,0,,,,0.4794520547945205,Y2014Q2
4,2013,35,697492,2,95884,74,c,c,620.0,9.0,2009.0,0,,,,0.47297297297297297,Y2013Q2
4,2015,13,276935,3,34945,27,c,c,620.0,9.0,2009.0,0,,,,0.48148148148148145,Y2015Q3
4,2014,36,764264,3,102246,79,c,c,620.0,9.0,2009.0,0,,,,0.45569620253164556,Y2014Q3
4,2013,35,685909,3,97492,79,c,c,620.0,9.0,2009.0,0,,,,0.4430379746835443,Y2013Q3
4,2015,0,0,4,0,0,c,c,620.0,9.0,2009.0,0,,,,,Y2015Q4
4,2014,38,803356,4,107821,76,c,c,620.0,9.0,2009.0,0,,,,0.5,Y2014Q4
4,2013,30,748566,4,103901,76,c,c,620.0,9.0,2009.0,0,,,,0.39473684210526316,Y2013Q4
5,2015,37,345789,1,39352,76,a,a,29910.0,4.0,2015.0,0,,,,0.4868421052631579,Y2015Q1
5,2014,31,329421,1,38849,76,a,a,29910.0,4.0,2015.0,0,,,,0.40789473684210525,Y2014Q1
5,2013,35,327428,1,38691,75,a,a,29910.0,4.0,2015.0,0,,,,0.4666666666666667,Y2013Q1
5,2015,35,346146,2,39333,73,a,a,29910.0,4.0,2015.0,0,,,,0.4794520547945205,Y2015Q2
5,2014,35,339928,2,39724,73,a,a,29910.0,4.0,2015.0,0,,,,0.4794520547945205,Y2014Q2
5,2013,35,321713,2,38885,73,a,a,29910.0,4.0,2015.0,0,,,,0.4794520547945205,Y2013Q2
5,2015,13,124190,3,14086,27,a,a,29910.0,4.0,2015.0,0,,,,0.48148148148148145,Y2015Q3
5,2014,36,351753,3,41412,79,a,a,29910.0,4.0,2015.0,0,,,,0.45569620253164556,Y2014Q3
5,2013,35,388199,3,44155,79,a,a,29910.0,4.0,2015.0,0,,,,0.4430379746835443,Y2013Q3
5,2015,0,0,4,0,0,a,a,29910.0,4.0,2015.0,0,,,,,Y2015Q4
5,2014,38,385363,4,41975,74,a,a,29910.0,4.0,2015.0,0,,,,0.5135135135135135,Y2014Q4
5,2013,30,382888,4,42126,74,a,a,29910.0,4.0,2015.0,0,,,,0.40540540540540543,Y2013Q4
6,2015,37,357188,1,41452,76,a,a,310.0,12.0,2013.0,0,,,,0.4868421052631579,Y2015Q1
6,2014,31,373803,1,44443,76,a,a,310.0,12.0,2013.0,0,,,,0.40789473684210525,Y2014Q1
6,2013,35,454470,1,53178,75,a,a,310.0,12.0,2013.0,0,,,,0.4666666666666667,Y2013Q1
6,2015,35,359487,2,40655,73,a,a,310.0,12.0,2013.0,0,,,,0.4794520547945205,Y2015Q2
6,2014,35,387403,2,44726,73,a,a,310.0,12.0,2013.0,0,,,,0.4794520547945205,Y2014Q2
6,2013,35,467626,2,54841,74,a,a,310.0,12.0,2013.0,0,,,,0.47297297297297297,Y2013Q2
6,2015,13,120637,3,13678,27,a,a,310.0,12.0,2013.0,0,,,,0.48148148148148145,Y2015Q3
6,2014,36,381528,3,44620,79,a,a,310.0,12.0,2013.0,0,,,,0.45569620253164556,Y2014Q3
6,2013,35,485353,3,57001,79,a,a,310.0,12.0,2013.0,0,,,,0.4430379746835443,Y2013Q3
6,2015,0,0,4,0,0,a,a,310.0,12.0,2013.0,0,,,,,Y2015Q4
6,2014,38,411013,4,45181,74,a,a,310.0,12.0,2013.0,0,,,,0.5135135135135135,Y2014Q4
6,2013,30,499250,4,55708,74,a,a,310.0,12.0,2013.0,0,,,,0.40540540540540543,Y2013Q4
7,2015,37,627302,1,65252,76,a,c,24000.0,4.0,2013.0,0,,,,0.4868421052631579,Y2015Q1
7,2014,31,598329,1,65418,76,a,c,24000.0,4.0,2013.0,0,,,,0.40789473684210525,Y2014Q1
7,2013,35,579944,1,63574,75,a,c,24000.0,4.0,2013.0,0,,,,0.4666666666666667,Y2013Q1
7,2015,35,673627,2,70009,73,a,c,24000.0,4.0,2013.0,0,,,,0.4794520547945205,Y2015Q2
7,2014,35,658975,2,71659,73,a,c,24000.0,4.0,2013.0,0,,,,0.4794520547945205,Y2014Q2
7,2013,35,620073,2,69634,74,a,c,24000.0,4.0,2013.0,0,,,,0.47297297297297297,Y2013Q2
7,2015,13,277959,3,28609,27,a,c,24000.0,4.0,2013.0,0,,,,0.48148148148148145,Y2015Q3
7,2014,36,766554,3,84626,79,a,c,24000.0,4.0,2013.0,0,,,,0.45569620253164556,Y2014Q3
7,2013,35,736024,3,82927,79,a,c,24000.0,4.0,2013.0,0,,,,0.4430379746835443,Y2013Q3
7,2015,0,0,4,0,0,a,c,24000.0,4.0,2013.0,0,,,,,Y2015Q4
7,2014,38,713525,4,72789,77,a,c,24000.0,4.0,2013.0,0,,,,0.4935064935064935,Y2014Q4
7,2013,30,677890,4,71072,77,a,c,24000.0,4.0,2013.0,0,,,,0.38961038961038963,Y2013Q4
8,2015,37,460273,1,53471,76,a,a,7520.0,10.0,2014.0,0,,,,0.4868421052631579,Y2015Q1
8,2014,31,382273,1,47190,76,a,a,7520.0,10.0,2014.0,0,,,,0.40789473684210525,Y2014Q1
8,2013,35,377529,1,45678,75,a,a,7520.0,10.0,2014.0,0,,,,0.4666666666666667,Y2013Q1
8,2015,35,475610,2,53693,73,a,a,7520.0,10.0,2014.0,0,,,,0.4794520547945205,Y2015Q2
8,2014,35,393280,2,47310,73,a,a,7520.0,10.0,2014.0,0,,,,0.4794520547945205,Y2014Q2
8,2013,35,376416,2,45620,74,a,a,7520.0,10.0,2014.0,0,,,,0.47297297297297297,Y2013Q2
8,2015,13,175011,3,19485,27,a,a,7520.0,10.0,2014.0,0,,,,0.48148148148148145,Y2015Q3
8,2014,36,422318,3,51013,79,a,a,7520.0,10.0,2014.0,0,,,,0.45569620253164556,Y2014Q3
8,2013,35,383414,3,47524,79,a,a,7520.0,10.0,2014.0,0,,,,0.4430379746835443,Y2013Q3
8,2015,0,0,4,0,0,a,a,7520.0,10.0,2014.0,0,,,,,Y2015Q4
8,2014,38,491829,4,56753,76,a,a,7520.0,10.0,2014.0,0,,,,0.5,Y2014Q4
8,2013,30,404904,4,48290,76,a,a,7520.0,10.0,2014.0,0,,,,0.39473684210526316,Y2013Q4
9,2015,37,557112,1,48103,76,a,c,2030.0,8.0,2000.0,0,,,,0.4868421052631579,Y2015Q1
9,2014,31,484983,1,43455,76,a,c,2030.0,8.0,2000.0,0,,,,0.40789473684210525,Y2014Q1
9,2013,35,397425,1,36307,75,a,c,2030.0,8.0,2000.0,0,,,,0.4666666666666667,Y2013Q1
9,2015,35,567865,2,48045,72,a,c,2030.0,8.0,2000.0,0,,,,0.4861111111111111,Y2015Q2
9,2014,35,485371,2,42973,72,a,c,2030.0,8.0,2000.0,0,,,,0.4861111111111111,Y2014Q2
9,2013,35,407283,2,37752,73,a,c,2030.0,8.0,2000.0,0,,,,0.4794520547945205,Y2013Q2
9,2015,13,194575,3,16409,27,a,c,2030.0,8.0,2000.0,0,,,,0.48148148148148145,Y2015Q3
9,2014,36,520757,3,46260,79,a,c,2030.0,8.0,2000.0,0,,,,0.45569620253164556,Y2014Q3
9,2013,35,457059,3,41470,79,a,c,2030.0,8.0,2000.0,0,,,,0.4430379746835443,Y2013Q3
9,2015,0,0,4,0,0,a,c,2030.0,8.0,2000.0,0,,,,,Y2015Q4
9,2014,38,563384,4,48424,75,a,c,2030.0,8.0,2000.0,0,,,,0.5066666666666667,Y2014Q4
9,2013,30,476247,4,42479,75,a,c,2030.0,8.0,2000.0,0,,,,0.4,Y2013Q4
10,2015,37,422129,1,44652,76,a,a,3160.0,9.0,2009.0,0,,,,0.4868421052631579,Y2015Q1
10,2014,31,406754,1,44589,76,a,a,3160.0,9.0,2009.0,0,,,,0.40789473684210525,Y2014Q1
10,2013,35,386607,1,43127,75,a,a,3160.0,9.0,2009.0,0,,,,0.4666666666666667,Y2013Q1
10,2015,35,439990,2,45007,73,a,a,3160.0,9.0,2009.0,0,,,,0.4794520547945205,Y2015Q2
10,2014,35,420544,2,43895,73,a,a,3160.0,9.0,2009.0,0,,,,0.4794520547945205,Y2014Q2
10,2013,35,398016,2,44074,74,a,a,3160.0,9.0,2009.0,0,,,,0.47297297297297297,Y2013Q2
10,2015,13,162713,3,16187,27,a,a,3160.0,9.0,2009.0,0,,,,0.48148148148148145,Y2015Q3
10,2014,36,427275,3,45290,79,a,a,3160.0,9.0,2009.0,0,,,,0.45569620253164556,Y2014Q3
10,2013,35,412413,3,45421,79,a,a,3160.0,9.0,2009.0,0,,,,0.4430379746835443,Y2013Q3
10,2015,0,0,4,0,0,a,a,3160.0,9.0,2009.0,0,,,,,Y2015Q4
10,2014,38,458802,4,47449,76,a,a,3160.0,9.0,2009.0,0,,,,0.5,Y2014Q4
10,2013,30,430399,4,45970,76,a,a,3160.0,9.0,2009.0,0,,,,0.39473684210526316,Y2013Q4
11,2015,37,564243,1,78433,76,a,c,960.0,11.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.4868421052631579,Y2015Q1
11,2014,31,556580,1,82155,76,a,c,960.0,11.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.40789473684210525,Y2014Q1
11,2013,35,599006,1,84943,75,a,c,960.0,11.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.4666666666666667,Y2013Q1
11,2015,35,556873,2,78024,73,a,c,960.0,11.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.4794520547945205,Y2015Q2
11,2014,35,578627,2,82643,73,a,c,960.0,11.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.4794520547945205,Y2014Q2
11,2013,35,570522,2,83802,74,a,c,960.0,11.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.47297297297297297,Y2013Q2
11,2015,13,201875,3,27841,27,a,c,960.0,11.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.48148148148148145,Y2015Q3
11,2014,36,608946,3,87778,79,a,c,960.0,11.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.45569620253164556,Y2014Q3
11,2013,35,614063,3,90589,79,a,c,960.0,11.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.4430379746835443,Y2013Q3
11,2015,0,0,4,0,0,a,c,960.0,11.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",,Y2015Q4
11,2014,38,720867,4,93431,76,a,c,960.0,11.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.5,Y2014Q4
11,2013,30,724684,4,96353,76,a,c,960.0,11.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.39473684210526316,Y2013Q4
12,2015,37,586511,1,66854,76,a,c,1070.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.4868421052631579,Y2015Q1
12,2014,31,547539,1,65368,76,a,c,1070.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.40789473684210525,Y2014Q1
12,2013,35,543787,1,64343,75,a,c,1070.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.4666666666666667,Y2013Q1
12,2015,35,590884,2,67553,73,a,c,1070.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.4794520547945205,Y2015Q2
12,2014,35,550767,2,66258,73,a,c,1070.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.4794520547945205,Y2014Q2
12,2013,35,534452,2,65328,74,a,c,1070.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.47297297297297297,Y2013Q2
12,2015,13,202658,3,23639,27,a,c,1070.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.48148148148148145,Y2015Q3
12,2014,36,571118,3,69622,79,a,c,1070.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.45569620253164556,Y2014Q3
12,2013,35,566137,3,69191,79,a,c,1070.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.4430379746835443,Y2013Q3
12,2015,0,0,4,0,0,a,c,1070.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct",,Y2015Q4
12,2014,38,639865,4,72974,76,a,c,1070.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.5,Y2014Q4
12,2013,30,616527,4,72081,76,a,c,1070.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.39473684210526316,Y2013Q4
13,2015,37,383635,1,27997,75,d,a,310.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",0.49333333333333335,Y2015Q1
13,2014,31,365082,1,28457,75,d,a,310.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",0.41333333333333333,Y2014Q1
13,2013,35,354184,1,27954,75,d,a,310.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",0.4666666666666667,Y2013Q1
13,2015,35,375146,2,26714,72,d,a,310.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",0.4861111111111111,Y2015Q2
13,2014,35,373358,2,28548,72,d,a,310.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",0.4861111111111111,Y2014Q2
13,2013,35,358298,2,28265,73,d,a,310.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",0.4794520547945205,Y2013Q2
13,2015,13,147890,3,9973,27,d,a,310.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",0.48148148148148145,Y2015Q3
13,2014,0,0,3,0,0,d,a,310.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",,Y2014Q3
13,2013,35,378391,3,29585,77,d,a,310.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",0.45454545454545453,Y2013Q3
13,2015,0,0,4,0,0,d,a,310.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",,Y2015Q4
13,2014,0,0,4,0,0,d,a,310.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",,Y2014Q4
13,2013,30,390594,4,30247,75,d,a,310.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",0.4,Y2013Q4
14,2015,37,413735,1,47346,76,a,a,1300.0,3.0,2014.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.4868421052631579,Y2015Q1
14,2014,31,412408,1,47695,76,a,a,1300.0,3.0,2014.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.40789473684210525,Y2014Q1
14,2013,35,403445,1,47046,75,a,a,1300.0,3.0,2014.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.4666666666666667,Y2013Q1
14,2015,35,417713,2,46333,72,a,a,1300.0,3.0,2014.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.4861111111111111,Y2015Q2
14,2014,35,415135,2,46622,72,a,a,1300.0,3.0,2014.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.4861111111111111,Y2014Q2
14,2013,35,396249,2,46553,73,a,a,1300.0,3.0,2014.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.4794520547945205,Y2013Q2
14,2015,13,140769,3,15761,27,a,a,1300.0,3.0,2014.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.48148148148148145,Y2015Q3
14,2014,36,416104,3,47720,79,a,a,1300.0,3.0,2014.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.45569620253164556,Y2014Q3
14,2013,35,404960,3,47691,79,a,a,1300.0,3.0,2014.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.4430379746835443,Y2013Q3
14,2015,0,0,4,0,0,a,a,1300.0,3.0,2014.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",,Y2015Q4
14,2014,38,443279,4,50020,75,a,a,1300.0,3.0,2014.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.5066666666666667,Y2014Q4
14,2013,30,427377,4,49126,75,a,a,1300.0,3.0,2014.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.4,Y2013Q4
15,2015,37,508807,1,49287,76,d,c,4110.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.4868421052631579,Y2015Q1
15,2014,31,487420,1,48545,76,d,c,4110.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.40789473684210525,Y2014Q1
15,2013,35,473646,1,47724,75,d,c,4110.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.4666666666666667,Y2013Q1
15,2015,35,519794,2,50151,73,d,c,4110.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.4794520547945205,Y2015Q2
15,2014,35,495331,2,49806,73,d,c,4110.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.4794520547945205,Y2014Q2
15,2013,35,468742,2,48412,74,d,c,4110.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.47297297297297297,Y2013Q2
15,2015,13,183988,3,17553,27,d,c,4110.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.48148148148148145,Y2015Q3
15,2014,36,512399,3,51768,79,d,c,4110.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.45569620253164556,Y2014Q3
15,2013,35,509837,3,52512,79,d,c,4110.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.4430379746835443,Y2013Q3
15,2015,0,0,4,0,0,d,c,4110.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",,Y2015Q4
15,2014,38,548739,4,52930,76,d,c,4110.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.5,Y2014Q4
15,2013,30,522807,4,51419,76,d,c,4110.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.39473684210526316,Y2013Q4
16,2015,37,591035,1,64875,75,a,c,3270.0,,,0,,,,0.49333333333333335,Y2015Q1
16,2014,31,556849,1,63984,75,a,c,3270.0,,,0,,,,0.41333333333333333,Y2014Q1
16,2013,35,515516,1,59459,75,a,c,3270.0,,,0,,,,0.4666666666666667,Y2013Q1
16,2015,35,595066,2,63778,72,a,c,3270.0,,,0,,,,0.4861111111111111,Y2015Q2
16,2014,35,572496,2,63362,72,a,c,3270.0,,,0,,,,0.4861111111111111,Y2014Q2
16,2013,35,518960,2,59886,73,a,c,3270.0,,,0,,,,0.4794520547945205,Y2013Q2
16,2015,13,222950,3,23728,27,a,c,3270.0,,,0,,,,0.48148148148148145,Y2015Q3
16,2014,36,582959,3,64338,79,a,c,3270.0,,,0,,,,0.45569620253164556,Y2014Q3
16,2013,35,565784,3,63874,79,a,c,3270.0,,,0,,,,0.4430379746835443,Y2013Q3
16,2015,0,0,4,0,0,a,c,3270.0,,,0,,,,,Y2015Q4
16,2014,38,649844,4,69073,75,a,c,3270.0,,,0,,,,0.5066666666666667,Y2014Q4
16,2013,30,596432,4,66018,75,a,c,3270.0,,,0,,,,0.4,Y2013Q4
17,2015,37,472281,1,57003,76,a,a,50.0,12.0,2005.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct",0.4868421052631579,Y2015Q1
17,2014,31,448942,1,57137,76,a,a,50.0,12.0,2005.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct",0.40789473684210525,Y2014Q1
17,2013,35,470144,1,59385,75,a,a,50.0,12.0,2005.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct",0.4666666666666667,Y2013Q1
17,2015,35,463858,2,56780,73,a,a,50.0,12.0,2005.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct",0.4794520547945205,Y2015Q2
17,2014,35,456519,2,58163,73,a,a,50.0,12.0,2005.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct",0.4794520547945205,Y2014Q2
17,2013,35,447700,2,58791,74,a,a,50.0,12.0,2005.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct",0.47297297297297297,Y2013Q2
17,2015,13,164219,3,20154,27,a,a,50.0,12.0,2005.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct",0.48148148148148145,Y2015Q3
17,2014,36,476125,3,61032,79,a,a,50.0,12.0,2005.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct",0.45569620253164556,Y2014Q3
17,2013,35,487479,3,63461,79,a,a,50.0,12.0,2005.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct",0.4430379746835443,Y2013Q3
17,2015,0,0,4,0,0,a,a,50.0,12.0,2005.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct",,Y2015Q4
17,2014,38,543555,4,63252,75,a,a,50.0,12.0,2005.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct",0.5066666666666667,Y2014Q4
17,2013,30,523666,4,63932,75,a,a,50.0,12.0,2005.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct",0.4,Y2013Q4
18,2015,37,527564,1,55403,76,d,c,13840.0,6.0,2010.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",0.4868421052631579,Y2015Q1
18,2014,31,469887,1,53170,76,d,c,13840.0,6.0,2010.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",0.40789473684210525,Y2014Q1
18,2013,35,441636,1,50727,75,d,c,13840.0,6.0,2010.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",0.4666666666666667,Y2013Q1
18,2015,35,523262,2,54196,73,d,c,13840.0,6.0,2010.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",0.4794520547945205,Y2015Q2
18,2014,35,478750,2,52827,73,d,c,13840.0,6.0,2010.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",0.4794520547945205,Y2014Q2
18,2013,35,432319,2,49840,74,d,c,13840.0,6.0,2010.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",0.47297297297297297,Y2013Q2
